instagram_account,post_id,post_caption
dr.farhanialhabsyi,post_178,"Cantik itu bukan sekadar tampilan, tapi juga perawatan. Jennifer Ipel memilih dr. Farhani Aesthetic Clinic karena tahu bahwa tampil menawan dimulai dari kulit yang sehat dan terawat. Dengan sentuhan profesional, treatment eksklusif, dan standar estetika tinggi, Jennifer buktikan bahwa tampil glowing dan classy bisa diraih oleh siapa pun. Kini giliran kamu tampil #CantikBerkelas bersama dr. Farhani Aesthetic Clinic. ✨ Karena cantik yang sejati, selalu dirawat dengan penuh elegan. Reservasi sekarang agar kamu bisa buktikan hasil treatment ini hanya di FAC 🥰✨ 📢 Konsultasi GRATIS dan informasi lebih lanjut : WA 0811-509-9797 🏩 Jl. Pangeran Hidayatullah (Banua Anyar), no. 6, Sungai Jingah. 🕐 Buka setiap Senin - Minggu, jam 10.00 - 20.00 WITA ✈️ Langsung saja ke klinik dr. Farhani Aesthetic Clinic! Kami tunggu kedatangannya ya !! #aestheticclinic #professionaltreatment #klinikkecantikan #cantikberkelas #drfahaniaestheticclinic #beautifulandyoungwithus #drfahaniaestheticclinic"
dr.farhanialhabsyi,post_179,"✨BADARAWUHI dateng ke dr. Farhani Aesthetic Clinic!✨ Eh, maksudnya… pemerannya dong🤭 Yes, Ka @owliasarah Pemeran ikonik di film Badarawuhi di Desa Penari ini memilih kami sebagai tempat healing untuk kulitnya 💆🏻‍♀️💖 Dari hasil skin check bareng dokter kami, Ka Aulia mengalami beberapa concern seperti: 🌬 Kulit cenderung kering 🌫 Tampak kusam ⚫ Komedo putih & hitam yang menumpuk Untuk itu, kami rekomendasikan: 🔹 Facial Diamond Glow — membersihkan kulit dari debu, sel kulit mati, dan komedo. Plus, serum nutrisi khusus yang bikin kulit tampak lebih segar dan cerah ✨ 🔹 Nucleofill — perawatan dengan salmon DNA yang bantu regenerasi kulit, memperbaiki tekstur, menyamarkan kerutan halus, dan memberikan hidrasi mendalam hanya dengan 10 titik injeksi. Cocok banget buat kamu yang super sibuk tapi tetap mau glowing & kulit sehat! (✨ Lihat deh ekspresi bahagia Ka Aulia setelah treatment!) 📽 Sekarang siap lanjut syuting lagi deh dengan wajah fresh & glowing! Kalau kamu juga punya masalah kulit kering, kusam, dan bertekstur… 📍Yuk, cobain dua treatment ini di dr. Farhani Aesthetic Clinic. ✨Tampil #CantikBerkelas mulai dari kulit yang terawat & sehat. Reservasi sekarang agar kamu bisa buktikan hasil treatment ini hanya di FAC 🥰✨ 📢 Konsultasi GRATIS dan informasi lebih lanjut : WA 0811-509-9797 🏩 Jl. Pangeran Hidayatullah (Banua Anyar), no. 6, Sungai Jingah. 🕐 Buka setiap Senin - Minggu, jam 10.00 - 20.00 WITA ✈️ Langsung saja ke klinik dr. Farhani Aesthetic Clinic! Kami tunggu kedatangannya ya !! #aestheticclinic #professionaltreatment #klinikkecantikan #cantikberkelas #drfahaniaestheticclinic #beautifulandyoungwithus #painlessbooster #drfahaniaestheticclinic"
dr.farhanialhabsyi,post_180,✨ UNBOXING TIME✨ Rahasia Glow Up mu Ada disini!!! ✨ Siapa sangka #CantikBerkelas bisa datang dari sebuah Mystery Box? 😍 Isinya? Rahasia glowing ala dr. Farhani Aesthetic Clinic yang bikin kamu tampil lebih percaya diri dan memukau 💖 ✅ Product authentic & legal 📲 Dilengkapi QR Code System untuk menjamin keaslian produk! 📦 Siap tebak isinya? 📍 Cek sekarang dan temukan kejutan spesialnya! #GlowUpTime #MysteryBoxGlow #drFarhaniClinic #SkincareSurprise #AestheticCare #UnboxingCantik
dr.farhanialhabsyi,post_181,"CELLBOOSTER LIFT – Not Your Ordinary Skinbooster! It's time to upgrade your treatment with Cellbooster Lift, CHAC technology from Swiss makes Cellbooster a super class treatment that is clinically proven to improve your skin quality We Trust Cellbooster - The Right Choice for Your Skin Quality @suisselle.pro @st_aes @cellbooster.id #RightChoiceCellbooster #Cellbooster #drfarhaniaestheticclinic #CantikBerkelas"
dr.farhanialhabsyi,post_182,
kinandaputriii,post_183,Keren-keren part 2
kinandaputriii,post_184,Jadi suka kan sama F1
kinandaputriii,post_185,Keren-keren
kinandaputriii,post_186,Kinda miss my long hair 🥲
kinandaputriii,post_187,Lucu-lucu part 2
salsaaprtw,post_188,Dark spots? Handled!!😎 @glad2glow #darkspotmoist #377moist #moisturizerviral
salsaaprtw,post_189,🍂🤎
salsaaprtw,post_190,when you mix comfort with confidence🤳
salsaaprtw,post_191,👒✨
khalisyarenata,post_192,❤️
khalisyarenata,post_193,so beautyy
khalisyarenata,post_194,its been a whileee
khalisyarenata,post_195,<33
khalisyarenata,post_196,☃️
laurenzetira,post_197,tak lupa absen manyun👌🏻
laurenzetira,post_198,from this tiny bean to 22✨
laurenzetira,post_199,"Kamu bisa dapet invitation ke ulang tahun Anak Owner kalau cek postingan ini! Bulan ini Anak Owner bakal ngadain pesta ulang tahunnya, nih detailnya di bawah ya! 📍EJ Peace Coffee 2.0 Jl.Mutumanikam No.69, Kota Bandung 🗓️ 28 Juni 2025 🕧 19.00 - Selesai 50 komen terunik bakal dapet undangan + free coffee dari Anak Owner. Yuk buruan komen di bawah?"
laurenzetira,post_200,“gaya gimana lg ya?” typa pose
laurenzetira,post_201,dim sum-body say yum?🧡🥟
great.ej,post_202,Ngerjain kak EJ 🤭
great.ej,post_203,Tampang mah nomer sekian yang penting punya VALUE !!! 🥰❤️
great.ej,post_204,INDAHKUS : CHINA UDAH JAUH LEBIH MAJU DARI INDO ⁉️ AKU KABUR AJA DULU KE NEGERI CHINA‼️
great.ej,post_205,"KING IDRIS : LAHIR NORMAL, UMUR 10 BULAN INI YANG TERJADI‼️‼️ ADA YANG JANGGAL DENGAN AKU⁉️"
great.ej,post_206,CUSTOM skin HANZO @great.ej di antos project selanjutanya 🤭 #custommazda6 #mazdaspeed #mazda6 #jdm #custombodykitbandung #diybodykit
raflihidayatulloh,post_207,ujung2nya burst fade lagi #ejpeace #mlbb
raflihidayatulloh,post_208,miya atau layla? #ejpeace #mlbb
raflihidayatulloh,post_209,singkatan AFK? #ejpeace #mlbb
raflihidayatulloh,post_210,spill hero favorite😝 #ejpeace #mlbb
raflihidayatulloh,post_211,gaya burung
agangani94,post_212,Clean. Modern. Satisfying. the @royalkludge_official RK L75 fits right into my setup 🖤 love the sleek design and smooth typing feel Simplicity done right. 👌
agangani94,post_213,Smartwatch lain: hitung langkah PEJE BAND 1 : hitung dzikir juga! 🤲 Fitur tasbih digital buat kamu yang pengen ibadah tetap on track.
agangani94,post_214,"Biar gaya makin keren, ibadah juga makin teratur 💯 PEJE ZW03 – smartwatch buat kamu yang pengen hidup lebih tertata & tetap on time sholat 🕌✨ Smartwatch dari @pejesmartwear_id yg se keren ini harganya cuma 500rb aja!"
agangani94,post_215,"Ini sih gak cuma kerja, tapi ekspresif banget! LED Display nya tuh imut banget. Walaupun imut, tapi power nya gak main2 broook! @ugreenid Robot Uno by @unitag_store emg terbaik sih ini 🥹"
kennygerald,post_216,SUDAH SIAAP BELUUMM?? 🔥 Tonight 9 PM subathon ke empat bareng MAB18 dengan tema #temontapimenikah bakalan nemenin kalian selama ramadhan Thank you buat artwork nya bro bro LFG ⚡️ 30 hari pasti bisaaaaaa ~ harusssss 🤙🏽 Langsung gas YOUTUBE.COM/QORYGORE 🚨
kennygerald,post_217,"Selalu ada cerita di setiap kilometer nya, itulah fungsi intercom. Biar gak ngantuk. 🤙🏻 Bekasi - Jogja, 2025."
kennygerald,post_218,THANK YOU 🤙🏽 #TemonTapiMenikah Subathon 4.0 (30/30)
kennygerald,post_219,MAB CHALLENGE MINGGU TERAKHIR DAYM 🦎 Ga kerasa 30/30 mau beresss subathon mab 18 🚨 Youtube.com/qorygore
kennygerald,post_220,MAB SHOW MINGGU KETIGA BBC SANLAT 🤙🏽🤙🏽🤙🏽 Berhasil sampai minggu ketiga (23/30) Live MAB18 akan mempersembahkan MAB SHOW MALAM INI Jam 9 PM WIB ⏰ BAR BAR CLASS SANLAT PESANTUY KILAT di Youtube.com/qorygore 🚨 Bareng @cokipardedebebas langsung merapaaaat skukukukukuy Ini Bar Bar Class Live Special Ramadhan Exclusive untuk subathon ke empat kita di tahun 2025 Thank you for yall support #brobrogore #lololo SPAM o7 o7 o7 LETSGOO 🔥🔥🔥
gervasius123,post_221,"Musuhnya jago, aim gue ngaco Ternyata.. mouse gue pake mouse kantoran. Nih gue saranin mouse yang bagus buat gamer 🔥 #WhyGamingMice #LogitechG #G305"
gervasius123,post_222,2 tahun++ foto terakhir buat rambut panjang.
gervasius123,post_223,Selamat Hari Kemerdekaan Indonesia-ku tercinta yang ke 79 dari Cucurutut!
gervasius123,post_224,Beneath the waves 🌊🌊🌊
gervasius123,post_225,🌅🌅🌅
lucky_n00b.oc,post_226,"Lanjutan dari yang kemarin, main-main sama D5 Render yang sekarang viewport-nya bisa diakselerasi sama RTX 50-series MFG X4. Kesan : 1) Ini harus di-override mode MFG-nya lewat NVIDIA App, belum bisa langsung di aplikasi jalan X4. 2) Software pengukuran fps, macem presentmon dan RTSS masih belum bisa mulus capture 'FPS' dari viewport window, ini FPS-nya dibaca dari internal d5 render statistics 3) Karena ini base FPS-nya rendah sekali (<20) , ada visible motion 'ghosting' / 'smearing', dan input latency dari mouse terasa jelas. Tapi viewport preview 'experience'-nya jadi smooth sih. (Belum tahu sejauh mana smoothing ini membantu preview secara kualitatif ke Editor-nya)"
lucky_n00b.oc,post_227,"Baru sadar kalau Multi-Frame Gen akhirnya masuk ke aplikasi desain macam d5 render, lucu juga ini MFG buat akselerasi viewport. (Kayaknya di viewport, input latency nggak segitunya jadi masalah kali ya? yang bingung nyari skenario testingnya sih wkwkkwkw) *ini D5 Render versi 2.10, MFG 4X di @nvidiageforceid RTX 5060"
lucky_n00b.oc,post_228,"Halo @asusrog.id ngabarin aja paket X870E APEX-nya sudah di meja testing yaaaa, maacihh ❤️"
stjka_,post_229,"Took quite awhile to make, at least I learnt a lot of things and technique to improve further. Beberapa finishing touches aja yang harus diselesain. Untuk warna emang pilihannya @rivaldosantosa , karena ya emang ini gift buat dia, tadinya dia maunya oren nyala kaya sopi tapi ini gua pake candy tone + graphite juga. Pada inget kan selera dia pas di Warhammer kek gmana paduan warnanya.. So next I'll probably make the Amban Rifle for him next."
stjka_,post_230,"Random dump, challenge buat kalian, mana yang pake aipon mana yang pake custom soviet lens gua. No post processing ya di semua, pure from aipon and gh6."
stjka_,post_231,"Review : Fallout (Amazon) Part 1/3 - Sisanya di Pinned Comment. Fallout adalah contoh STRONG FEMALE CHARACTER DONE RIGHT. Menurut gua yang bikin charming dan bagus banget adalah, Ella Purnell sempurna menjadi Lucy. Dari awal kita lihat Lucy bener-bener katak dalam tempurung karena dunia yang dia ketahui cuman yang ada di Vault, semua morale compassnya ya a perfect society, yang membuatnya jadi naive dan innocent banget. Contoh pertama: orang pertama yang dia temui adalah si bangsat yang ngajak have sex, dibalas dengan sangat sopan tanpa adanya judgement dan dengan kepolosan, interaksi dia dengan orang yang kasar pun masih sangat innocent. Kita bisa lihat perjuangannya dalam perlahan memahami ideologi dan moralitas yang dia pegang ternyata perlahan harus berubah dan beradaptasi saat ketemu dunia nyata diluar Vault 33. Seriesnya juga di shot pake 35mm Film, lensa anamorphic setiap rack focus kliatan breathing, sering kita gak inginkan tapi justru mengisi tekstur dunianya dan memang dibuatnya mendekati gamenya buat camera movementnya dan grainy di beberapa shotnya, mungkin beberapa dari kalian gak suka, tapi buat gua ini bener-bener cocok untuk dunianya, radioactive = grain so yeah another fun layer to it. Apa yang bikin Lucy bener-bener endearing karena Ella Purnell memiliki mata yang bisa dibilang dog eyes atau Golden Retriever eyes, kaya shot yang di dalam toko, lensnya langsung berubah jadi wide lens untuk close shotnya, saat di akhir Episode 2, atau saat close up dia komunikasi dua arah. Hasilnya? Matanya jadi keliatan lebih gede lagi, giving that sense of hope, innocence and looking for help. Optimisme dia yang dilihat aneh oleh orang-orang wasteland cocok banget untuk tekstur Vault dweller dibanding dunia nyata. Kita lihat Lucy gampang banget dilempar sana-sini sesuai kenyataan bahwa ya memang lemah secara fisik. Sama yang semua kita alami saat pertama kali main Fallout, awalnya kita mau berbuat baik, mau berusaha untuk solve issues melalui diplomasi seperti apa yang dilakukan oleh Lucy, tapi lama-lama kita eneg dan jalur yang diambil ya beda jauh dari awal main. Lucy is the perfect example how a character is well-written within a settled universe / IP."
stjka_,post_232,"When I said this is one of the best looking work of art ever, here's the proof of the adventures of my Valerie, or more known as V in Night City. After playing Starfield and moved on to Phantom Liberty, it just shows how damn good the writing and execution of the world for CP2077. Im a bit sadden with CD Projekt Red moving off from REDengine. I fully understand the why, and thats why I will be making the content, but damn if it isn't one of if not arguably the most beautiful worlds ever created. <All taken in 4K + Path Tracing>"
stjka_,post_233,"We're giving away the PC. Was sad and disappointed I didn't get to meet anything, or anyone. But we found some amazing things out there.. Should we make this a series with the bois ?"
rayhan.fadillah14,post_234,It is an honor to be one of the people invited to this event. Happy wedding Mas kevin & Ci valen!
rayhan.fadillah14,post_235,"I will continue to walk forward, although slowly but I make sure I will not walk backwards💪🏻🤞🏻"
rayhan.fadillah14,post_236,Happy sunday and selamat berlibur guys🙏🏻😄✌🏻Tetap stay safe ya guys🙏🏻🫶🏻
rayhan.fadillah14,post_237,"Task done ! , let's focus on the next tournament🤟🏻🤝🏻🫡"
rayhan.fadillah14,post_238,Pelatnas PBSI Cipayung 🏸
rahmat._17,post_239,Rumu Private Room Grill Jakarta
rahmat._17,post_240,"always enjoy standing on podium two weeks in a row,🥇🥇alhamdullilah😇🙏🏼"
rahmat._17,post_241,⛳️
rahmat._17,post_242,learn from mistakes and always try to be better 📷: @kurniawanbuntoro
rahmat._17,post_243,👌🏻
kiararindani,post_244,tori kelly ily <3
kiararindani,post_245,i love playing this!!!
andhirashfrly,post_246,It's either hair up or hair down
andhirashfrly,post_247,Baliy selfies >>>
andhirashfrly,post_248,Pampering myself after a looong day at work at Jo Malone London store 💛 @jomalonelondon #JoMaloneLondonID
andhirashfrly,post_249,🥥🐚 @cottonink 🦀💙 This Summer Collection by Cottonink is launching exclusively on TikTok ✨
andhirashfrly,post_250,It's giving camouflage lol
raniashafira,post_251,nothing but love for @blpbeauty
raniashafira,post_252,Always loved my smile—just gave it a little extra glow at M White Clinic ✨🦷 Did scaling + whitening (only needed 2 sessions!) and the result? Instantly brighter & fresher! Ps: They're doing 50% off—whitening starts from 2.5 mil aja 🦷🪥🫦
raniashafira,post_253,BONDOL🤓
raniashafira,post_254,"if you wanna give your skin a reset, Pico Laser is a solid option! this time i trust @dr.belle.clinic to do it👀"
raniashafira,post_255,"Step into the Sunsilk ""No Wash No Was Was"" Tunnel.. a dreamy floral world 🌸 Each zone smells like your fave hair perfume: Silky Gloss, Silky Volume, Silky Glow! Think cute photo spots, fun games, and mini activities that'll level up your hair & mood 💅 Free entry at Terowongan Kendal Sudirman💭 📅 Only until July 5th—don't miss it! #NowashNoWasWas #SunsilkID #Hair"
raniazzhr,post_256,matcha run & metro rides through soho🍵🧸 top @shopatvelvet pants @dumaofficial bag @nunine.official shoes @cueren_official
